timestamp,total_memory_mb,available_memory_mb,used_memory_mb,percent_memory
2024-06-18 11:46:04,5853.63,1399.85,4134.00,76.10
2024-06-18 11:46:09,5853.63,1399.86,4134.00,76.10
2024-06-18 11:46:14,5853.63,1399.86,4134.00,76.10
2024-06-18 11:46:19,5853.63,1399.86,4134.00,76.10
2024-06-18 11:46:24,5853.63,1399.86,4133.99,76.10
2024-06-18 11:46:29,5853.63,1399.86,4133.99,76.10
2024-06-18 11:46:34,5853.63,1399.86,4133.98,76.10
2024-06-18 11:46:39,5853.63,1399.85,4134.00,76.10
2024-06-18 11:46:44,5853.63,1399.86,4133.98,76.10
2024-06-18 11:46:49,5853.63,1399.86,4133.98,76.10
2024-06-18 11:46:54,5853.63,1399.88,4133.98,76.10
2024-06-18 11:46:59,5853.63,1399.89,4133.96,76.10
2024-06-18 11:47:04,5853.63,1399.89,4133.96,76.10
2024-06-18 11:47:09,5853.63,1399.64,4134.20,76.10
2024-06-18 11:47:14,5853.63,1399.66,4134.20,76.10
2024-06-18 11:47:19,5853.63,1399.66,4134.20,76.10
2024-06-18 11:47:24,5853.63,1398.93,4134.93,76.10
2024-06-18 11:47:29,5853.63,1398.94,4134.92,76.10
2024-06-18 11:47:34,5853.63,1398.94,4134.92,76.10
2024-06-18 11:47:39,5853.63,1398.94,4134.92,76.10
2024-06-18 11:47:44,5853.63,1398.16,4135.69,76.10
2024-06-18 11:47:49,5853.63,1398.16,4135.66,76.10
2024-06-18 11:47:54,5853.63,1398.20,4135.65,76.10
2024-06-18 11:47:59,5853.63,1398.20,4135.65,76.10
2024-06-18 11:48:04,5853.63,1398.21,4135.64,76.10
2024-06-18 11:48:09,5853.63,1397.94,4135.91,76.10
2024-06-18 11:48:14,5853.63,1398.09,4135.77,76.10
2024-06-18 11:48:19,5853.63,1398.09,4135.76,76.10
2024-06-18 11:48:24,5853.63,1397.93,4135.93,76.10
2024-06-18 11:48:29,5853.63,1398.91,4134.95,76.10
2024-06-18 11:48:34,5853.63,1398.91,4134.95,76.10
2024-06-18 11:48:39,5853.63,1398.35,4135.49,76.10
2024-06-18 11:48:44,5853.63,1398.16,4135.69,76.10
2024-06-18 11:48:49,5853.63,1395.73,4138.12,76.20
2024-06-18 11:48:54,5853.63,1395.74,4138.11,76.20
2024-06-18 11:48:59,5853.63,1395.50,4138.35,76.20
2024-06-18 11:49:04,5853.63,1392.60,4141.26,76.20
2024-06-18 11:49:09,5853.63,1392.61,4141.25,76.20
2024-06-18 11:49:14,5853.63,1380.82,4152.91,76.40
2024-06-18 11:49:19,5853.63,1374.84,4158.71,76.50
2024-06-18 11:49:24,5853.63,1229.62,4297.46,79.00
2024-06-18 11:49:29,5853.63,1242.49,4284.60,78.80
2024-06-18 11:49:34,5853.63,1265.34,4261.75,78.40
2024-06-18 11:49:39,5853.63,1269.83,4257.27,78.30
2024-06-18 11:49:44,5853.63,1269.85,4257.24,78.30
2024-06-18 11:49:49,5853.63,1272.10,4254.99,78.30
2024-06-18 11:49:54,5853.63,1275.04,4252.04,78.20
2024-06-18 11:49:59,5853.63,1274.76,4252.34,78.20
2024-06-18 11:50:04,5853.63,1274.76,4252.33,78.20
2024-06-18 11:50:09,5853.63,1274.54,4252.55,78.20
2024-06-18 11:50:14,5853.63,1275.05,4252.05,78.20
2024-06-18 11:50:19,5853.63,1275.05,4252.04,78.20
2024-06-18 11:50:24,5853.63,1275.06,4252.04,78.20
2024-06-18 11:50:29,5853.63,1272.09,4255.01,78.30
2024-06-18 11:50:34,5853.63,1213.98,4313.00,79.30
2024-06-18 11:50:39,5853.63,1144.49,4386.60,80.40
2024-06-18 11:50:44,5853.63,1056.23,4475.72,82.00
2024-06-18 11:50:49,5853.63,946.02,4586.05,83.80
2024-06-18 11:50:54,5853.63,932.86,4599.76,84.10
2024-06-18 11:50:59,5853.63,953.24,4579.41,83.70
2024-06-18 11:51:04,5853.63,997.50,4535.16,83.00
2024-06-18 11:51:09,5853.63,959.99,4572.51,83.60
2024-06-18 11:51:14,5853.63,927.88,4604.87,84.10
2024-06-18 11:51:19,5853.63,956.84,4575.91,83.70
2024-06-18 11:51:24,5853.63,927.75,4605.02,84.20
2024-06-18 11:51:29,5853.63,924.14,4608.62,84.20
2024-06-18 11:51:34,5853.63,902.48,4630.23,84.60
2024-06-18 11:51:39,5853.63,908.92,4627.88,84.50
2024-06-18 11:51:44,5853.63,897.93,4638.87,84.70
2024-06-18 11:51:49,5853.63,856.33,4680.43,85.40
2024-06-18 11:51:54,5853.63,856.36,4680.18,85.40
2024-06-18 11:51:59,5853.63,879.44,4657.34,85.00
2024-06-18 11:52:04,5853.63,911.77,4624.81,84.40
2024-06-18 11:52:09,5853.63,911.52,4625.06,84.40
2024-06-18 11:52:14,5853.63,857.70,4678.87,85.30
2024-06-18 11:52:19,5853.63,855.59,4680.32,85.40
2024-06-18 11:52:24,5853.63,844.10,4691.85,85.60
2024-06-18 11:52:29,5853.63,850.19,4685.89,85.50
2024-06-18 11:52:34,5853.63,849.84,4686.21,85.50
2024-06-18 11:52:39,5853.63,853.10,4682.95,85.40
2024-06-18 11:52:44,5853.63,854.37,4681.68,85.40
2024-06-18 11:52:49,5853.63,862.95,4673.02,85.30
2024-06-18 11:52:54,5853.63,853.82,4682.27,85.40
2024-06-18 11:52:59,5853.63,863.49,4672.61,85.20
2024-06-18 11:53:04,5853.63,918.86,4617.22,84.30
2024-06-18 11:53:09,5853.63,918.49,4617.60,84.30
2024-06-18 11:53:14,5853.63,918.63,4617.46,84.30
2024-06-18 11:53:19,5853.63,918.64,4617.45,84.30
2024-06-18 11:53:24,5853.63,927.75,4608.31,84.20
2024-06-18 11:53:29,5853.63,927.79,4608.30,84.20
2024-06-18 11:53:34,5853.63,927.66,4608.47,84.20
2024-06-18 11:53:39,5853.63,927.34,4608.79,84.20
2024-06-18 11:53:44,5853.63,927.37,4608.73,84.20
2024-06-18 11:53:49,5853.63,927.43,4608.70,84.20
2024-06-18 11:53:54,5853.63,927.43,4608.70,84.20
2024-06-18 11:53:59,5853.63,927.93,4608.18,84.10
2024-06-18 11:54:04,5853.63,927.98,4608.11,84.10
2024-06-18 11:54:09,5853.63,928.00,4608.11,84.10
2024-06-18 11:54:14,5853.63,924.01,4612.12,84.20
2024-06-18 11:54:19,5853.63,924.05,4612.19,84.20
2024-06-18 11:54:24,5853.63,924.05,4612.18,84.20
2024-06-18 11:54:29,5853.63,923.85,4612.38,84.20
2024-06-18 11:54:34,5853.63,924.36,4611.88,84.20
2024-06-18 11:54:39,5853.63,924.36,4611.87,84.20
2024-06-18 11:54:44,5853.63,923.72,4612.51,84.20
2024-06-18 11:54:49,5853.63,923.74,4612.50,84.20
2024-06-18 11:54:54,5853.63,923.75,4612.49,84.20
2024-06-18 11:54:59,5853.63,923.75,4612.49,84.20
2024-06-18 11:55:04,5853.63,923.75,4612.47,84.20
2024-06-18 11:55:09,5853.63,923.77,4612.46,84.20
2024-06-18 11:55:14,5853.63,923.67,4612.55,84.20
2024-06-18 11:55:19,5853.63,923.68,4612.54,84.20
2024-06-18 11:55:24,5853.63,923.69,4612.54,84.20
2024-06-18 11:55:29,5853.63,923.69,4612.54,84.20
2024-06-18 11:55:34,5853.63,923.72,4612.52,84.20
2024-06-18 11:55:39,5853.63,923.72,4612.52,84.20
2024-06-18 11:55:44,5853.63,923.73,4612.51,84.20
2024-06-18 11:55:49,5853.63,923.67,4612.55,84.20
2024-06-18 11:55:54,5853.63,923.71,4612.53,84.20
2024-06-18 11:55:59,5853.63,923.71,4612.52,84.20
2024-06-18 11:56:04,5853.63,923.73,4612.51,84.20
2024-06-18 11:56:09,5853.63,923.73,4612.50,84.20
2024-06-18 11:56:14,5853.63,923.75,4612.46,84.20
2024-06-18 11:56:19,5853.63,904.95,4631.28,84.50
2024-06-18 11:56:24,5853.63,904.00,4632.22,84.60
2024-06-18 11:56:29,5853.63,915.96,4620.09,84.40
2024-06-18 11:56:34,5853.63,915.52,4620.53,84.40
2024-06-18 11:56:39,5853.63,907.91,4628.15,84.50
2024-06-18 11:56:44,5853.63,944.69,4591.37,83.90
2024-06-18 11:56:49,5853.63,960.25,4575.81,83.60
2024-06-18 11:56:54,5853.63,969.07,4566.99,83.40
2024-06-18 11:56:59,5853.63,969.07,4566.99,83.40
2024-06-18 11:57:04,5853.63,968.85,4567.21,83.40
2024-06-18 11:57:09,5853.63,981.91,4554.15,83.20
2024-06-18 11:57:14,5853.63,987.48,4548.58,83.10
2024-06-18 11:57:19,5853.63,997.29,4538.77,83.00
2024-06-18 11:57:24,5853.63,1010.30,4525.74,82.70
2024-06-18 11:57:29,5853.63,1010.57,4525.50,82.70
2024-06-18 11:57:34,5853.63,1010.86,4525.20,82.70
2024-06-18 11:57:39,5853.63,1035.49,4500.56,82.30
2024-06-18 11:57:44,5853.63,1035.32,4500.72,82.30
2024-06-18 11:57:49,5853.63,1036.77,4498.88,82.30
2024-06-18 11:57:54,5853.63,1077.16,4458.91,81.60
2024-06-18 11:57:59,5853.63,1093.67,4442.40,81.30
2024-06-18 11:58:04,5853.63,1094.41,4441.65,81.30
2024-06-18 11:58:09,5853.63,1094.18,4441.88,81.30
2024-06-18 11:58:14,5853.63,1094.22,4441.85,81.30
2024-06-18 11:58:19,5853.63,1094.01,4442.05,81.30
2024-06-18 11:58:24,5853.63,1095.05,4441.02,81.30
2024-06-18 11:58:29,5853.63,1094.82,4441.25,81.30
2024-06-18 11:58:34,5853.63,1094.82,4441.24,81.30
2024-06-18 11:58:39,5853.63,1094.60,4441.46,81.30
2024-06-18 11:58:44,5853.63,1094.62,4441.45,81.30
2024-06-18 11:58:49,5853.63,1099.34,4436.72,81.20
2024-06-18 11:58:54,5853.63,1099.63,4436.43,81.20
2024-06-18 11:58:59,5853.63,1096.48,4439.59,81.30
2024-06-18 11:59:04,5853.63,1096.48,4439.58,81.30
2024-06-18 11:59:09,5853.63,1095.86,4440.21,81.30
2024-06-18 11:59:14,5853.63,1095.88,4440.19,81.30
2024-06-18 11:59:19,5853.63,1095.91,4440.16,81.30
2024-06-18 11:59:24,5853.63,1095.91,4440.15,81.30
2024-06-18 11:59:29,5853.63,1095.06,4441.01,81.30
2024-06-18 11:59:34,5853.63,1095.06,4441.01,81.30
2024-06-18 11:59:39,5853.63,1095.10,4440.96,81.30
2024-06-18 11:59:44,5853.63,1095.12,4440.95,81.30
2024-06-18 11:59:49,5853.63,1083.74,4452.14,81.50
2024-06-18 11:59:54,5853.63,1083.51,4452.37,81.50
2024-06-18 11:59:59,5853.63,1083.30,4452.58,81.50
2024-06-18 12:00:04,5853.63,1085.59,4450.29,81.50
2024-06-18 12:00:09,5853.63,1084.90,4450.98,81.50
2024-06-18 12:00:14,5853.63,1095.47,4440.41,81.30
2024-06-18 12:00:19,5853.63,1086.53,4449.34,81.40
2024-06-18 12:00:24,5853.63,1091.48,4444.40,81.40
2024-06-18 12:00:29,5853.63,1091.02,4444.87,81.40
2024-06-18 12:00:34,5853.63,1092.50,4443.38,81.30
2024-06-18 12:00:39,5853.63,1092.52,4443.37,81.30
2024-06-18 12:00:44,5853.63,1091.02,4444.86,81.40
2024-06-18 12:00:49,5853.63,1088.80,4447.09,81.40
2024-06-18 12:00:54,5853.63,1088.32,4447.55,81.40
2024-06-18 12:00:59,5853.63,1088.11,4447.78,81.40
2024-06-18 12:01:04,5853.63,1087.87,4448.02,81.40
2024-06-18 12:01:09,5853.63,1087.87,4448.00,81.40
2024-06-18 12:01:14,5853.63,1087.41,4448.48,81.40
2024-06-18 12:01:19,5853.63,1086.54,4449.32,81.40
2024-06-18 12:01:24,5853.63,1086.57,4449.31,81.40
2024-06-18 12:01:29,5853.63,1086.33,4449.55,81.40
2024-06-18 12:01:34,5853.63,1085.79,4450.09,81.50
2024-06-18 12:01:39,5853.63,1085.80,4450.08,81.50
2024-06-18 12:01:44,5853.63,1085.95,4449.88,81.40
2024-06-18 12:01:49,5853.63,1086.06,4449.82,81.40
2024-06-18 12:01:54,5853.63,1085.19,4450.69,81.50
2024-06-18 12:01:59,5853.63,1085.20,4450.68,81.50
2024-06-18 12:02:04,5853.63,1085.31,4450.32,81.50
2024-06-18 12:02:09,5853.63,1085.32,4450.31,81.50
2024-06-18 12:02:14,5853.63,1084.85,4450.78,81.50
2024-06-18 12:02:19,5853.63,1084.91,4450.71,81.50
2024-06-18 12:02:24,5853.63,1084.22,4451.40,81.50
2024-06-18 12:02:29,5853.63,1084.23,4451.39,81.50
2024-06-18 12:02:34,5853.63,1084.01,4451.61,81.50
2024-06-18 12:02:39,5853.63,1084.02,4451.61,81.50
2024-06-18 12:02:44,5853.63,1084.03,4451.59,81.50
2024-06-18 12:02:49,5853.63,1084.05,4451.57,81.50
2024-06-18 12:02:54,5853.63,1084.08,4451.54,81.50
2024-06-18 12:02:59,5853.63,1083.36,4452.25,81.50
2024-06-18 12:03:04,5853.63,1083.37,4452.25,81.50
2024-06-18 12:03:09,5853.63,1083.37,4452.25,81.50
2024-06-18 12:03:14,5853.63,1083.38,4452.24,81.50
2024-06-18 12:03:19,5853.63,1083.38,4452.23,81.50
2024-06-18 12:03:24,5853.63,1083.42,4452.20,81.50
2024-06-18 12:03:29,5853.63,1082.95,4452.67,81.50
2024-06-18 12:03:34,5853.63,1082.96,4452.67,81.50
2024-06-18 12:03:39,5853.63,1082.96,4452.65,81.50
2024-06-18 12:03:44,5853.63,1083.01,4452.61,81.50
2024-06-18 12:03:49,5853.63,1083.03,4452.59,81.50
2024-06-18 12:03:54,5853.63,1083.04,4452.58,81.50
2024-06-18 12:03:59,5853.63,1082.81,4452.81,81.50
2024-06-18 12:04:04,5853.63,1082.31,4453.30,81.50
2024-06-18 12:04:09,5853.63,1081.43,4454.19,81.50
2024-06-18 12:04:14,5853.63,1081.21,4454.41,81.50
2024-06-18 12:04:19,5853.63,1078.92,4456.70,81.60
2024-06-18 12:04:24,5853.63,1079.02,4456.52,81.60
2024-06-18 12:04:29,5853.63,1079.79,4455.76,81.60
2024-06-18 12:04:34,5853.63,1079.57,4455.97,81.60
2024-06-18 12:04:39,5853.63,1074.71,4460.82,81.60
2024-06-18 12:04:44,5853.63,1074.51,4461.04,81.60
2024-06-18 12:04:49,5853.63,1074.29,4461.26,81.60
2024-06-18 12:04:54,5853.63,1075.05,4460.49,81.60
2024-06-18 12:04:59,5853.63,1074.93,4460.61,81.60
2024-06-18 12:05:04,5853.63,1074.93,4460.60,81.60
2024-06-18 12:05:09,5853.63,1074.27,4461.27,81.60
2024-06-18 12:05:14,5853.63,1074.29,4461.24,81.60
2024-06-18 12:05:19,5853.63,1074.32,4461.22,81.60
2024-06-18 12:05:24,5853.63,1074.00,4461.52,81.70
2024-06-18 12:05:29,5853.63,1073.72,4461.82,81.70
2024-06-18 12:05:34,5853.63,1073.73,4461.81,81.70
2024-06-18 12:05:39,5853.63,1073.73,4461.81,81.70
2024-06-18 12:05:44,5853.63,1077.45,4458.09,81.60
2024-06-18 12:05:49,5853.63,1076.99,4458.54,81.60
2024-06-18 12:05:54,5853.63,1077.02,4458.52,81.60
2024-06-18 12:05:59,5853.63,1075.32,4460.22,81.60
2024-06-18 12:06:04,5853.63,1075.32,4460.22,81.60
2024-06-18 12:06:09,5853.63,1075.32,4460.21,81.60
2024-06-18 12:06:14,5853.63,1074.11,4461.43,81.70
2024-06-18 12:06:19,5853.63,1074.12,4461.41,81.70
2024-06-18 12:06:24,5853.63,1070.20,4465.34,81.70
2024-06-18 12:06:29,5853.63,1069.90,4465.64,81.70
2024-06-18 12:06:34,5853.63,1075.11,4460.43,81.60
2024-06-18 12:06:39,5853.63,1075.11,4460.43,81.60
2024-06-18 12:06:44,5853.63,1075.13,4460.41,81.60
2024-06-18 12:06:49,5853.63,1069.75,4465.78,81.70
2024-06-18 12:06:54,5853.63,1069.76,4465.77,81.70
2024-06-18 12:06:59,5853.63,1069.77,4465.77,81.70
2024-06-18 12:07:04,5853.63,1069.55,4465.98,81.70
2024-06-18 12:07:09,5853.63,1069.56,4465.98,81.70
2024-06-18 12:07:14,5853.63,1069.57,4465.96,81.70
2024-06-18 12:07:19,5853.63,1068.37,4467.17,81.70
2024-06-18 12:07:24,5853.63,1069.90,4465.62,81.70
2024-06-18 12:07:29,5853.63,1069.46,4466.06,81.70
2024-06-18 12:07:34,5853.63,1069.46,4466.05,81.70
2024-06-18 12:07:39,5853.63,1069.46,4466.05,81.70
2024-06-18 12:07:44,5853.63,1069.26,4466.26,81.70
2024-06-18 12:07:49,5853.63,1069.04,4466.47,81.70
2024-06-18 12:07:54,5853.63,1067.69,4467.83,81.80
2024-06-18 12:07:59,5853.63,1067.70,4467.82,81.80
2024-06-18 12:08:04,5853.63,1067.52,4468.00,81.80
2024-06-18 12:08:09,5853.63,1067.52,4468.00,81.80
2024-06-18 12:08:14,5853.63,1067.27,4468.25,81.80
2024-06-18 12:08:19,5853.63,1067.29,4468.23,81.80
2024-06-18 12:08:24,5853.63,1066.69,4468.82,81.80
2024-06-18 12:08:29,5853.63,1066.75,4468.77,81.80
2024-06-18 12:08:34,5853.63,1066.59,4468.93,81.80
2024-06-18 12:08:39,5853.63,1066.35,4469.17,81.80
2024-06-18 12:08:44,5853.63,1066.12,4469.39,81.80
2024-06-18 12:08:49,5853.63,1070.17,4465.35,81.70
2024-06-18 12:08:54,5853.63,1067.17,4468.30,81.80
2024-06-18 12:08:59,5853.63,1063.80,4471.68,81.80
2024-06-18 12:09:04,5853.63,1063.81,4471.68,81.80
2024-06-18 12:09:09,5853.63,1062.88,4472.61,81.80
2024-06-18 12:09:14,5853.63,1061.96,4473.52,81.90
2024-06-18 12:09:19,5853.63,1060.34,4475.15,81.90
2024-06-18 12:09:24,5853.63,1059.87,4475.61,81.90
2024-06-18 12:09:29,5853.63,1059.66,4475.82,81.90
2024-06-18 12:09:34,5853.63,1060.74,4474.74,81.90
2024-06-18 12:09:39,5853.63,1049.56,4485.91,82.10
2024-06-18 12:09:44,5853.63,1049.34,4486.13,82.10
2024-06-18 12:09:49,5853.63,1056.01,4479.46,82.00
2024-06-18 12:09:54,5853.63,1055.36,4480.12,82.00
2024-06-18 12:09:59,5853.63,1053.16,4482.31,82.00
2024-06-18 12:10:04,5853.63,1052.25,4483.22,82.00
2024-06-18 12:10:09,5853.63,1055.86,4479.62,82.00
2024-06-18 12:10:14,5853.63,1055.87,4479.61,82.00
2024-06-18 12:10:19,5853.63,1059.81,4475.66,81.90
2024-06-18 12:10:24,5853.63,1059.83,4475.64,81.90
2024-06-18 12:10:29,5853.63,1059.84,4475.64,81.90
2024-06-18 12:10:34,5853.63,1059.84,4475.63,81.90
2024-06-18 12:10:39,5853.63,1065.50,4469.98,81.80
2024-06-18 12:10:44,5853.63,1045.91,4489.57,82.10
2024-06-18 12:10:49,5853.63,1045.45,4490.04,82.10
2024-06-18 12:10:54,5853.63,1044.00,4491.47,82.20
2024-06-18 12:10:59,5853.63,1043.80,4491.68,82.20
2024-06-18 12:11:04,5853.63,1046.29,4489.19,82.10
2024-06-18 12:11:09,5853.63,1043.15,4492.33,82.20
2024-06-18 12:11:14,5853.63,1042.48,4493.00,82.20
2024-06-18 12:11:19,5853.63,1041.99,4493.48,82.20
2024-06-18 12:11:24,5853.63,1042.39,4493.07,82.20
2024-06-18 12:11:29,5853.63,1034.36,4500.99,82.30
2024-06-18 12:11:34,5853.63,1036.16,4499.10,82.30
2024-06-18 12:11:39,5853.63,1028.48,4506.86,82.40
2024-06-18 12:11:44,5853.63,1033.98,4501.32,82.30
2024-06-18 12:11:49,5853.63,1037.72,4497.62,82.30
2024-06-18 12:11:54,5853.63,1040.89,4494.36,82.20
2024-06-18 12:11:59,5853.63,1055.04,4480.27,82.00
2024-06-18 12:12:04,5853.63,1072.66,4462.67,81.70
2024-06-18 12:12:09,5853.63,1074.80,4460.55,81.60
2024-06-18 12:12:14,5853.63,1074.75,4460.60,81.60
2024-06-18 12:12:19,5853.63,1074.26,4461.08,81.60
2024-06-18 12:12:24,5853.63,1073.80,4461.55,81.70
2024-06-18 12:12:29,5853.63,1073.35,4461.99,81.70
2024-06-18 12:12:34,5853.63,1073.38,4461.97,81.70
2024-06-18 12:12:39,5853.63,1071.69,4463.66,81.70
2024-06-18 12:12:44,5853.63,1069.78,4465.57,81.70
2024-06-18 12:12:49,5853.63,1057.97,4477.38,81.90
2024-06-18 12:12:54,5853.63,1057.75,4477.60,81.90
2024-06-18 12:12:59,5853.63,1057.77,4477.59,81.90
2024-06-18 12:13:04,5853.63,1057.77,4477.58,81.90
2024-06-18 12:13:09,5853.63,1057.77,4477.57,81.90
2024-06-18 12:13:14,5853.63,1060.67,4474.68,81.90
2024-06-18 12:13:19,5853.63,1059.49,4475.83,81.90
2024-06-18 12:13:24,5853.63,1059.40,4475.96,81.90
2024-06-18 12:13:29,5853.63,1055.53,4479.83,82.00
2024-06-18 12:13:34,5853.63,1055.55,4479.81,82.00
2024-06-18 12:13:39,5853.63,1055.59,4479.76,82.00
2024-06-18 12:13:44,5853.63,1055.61,4479.74,82.00
2024-06-18 12:13:49,5853.63,1057.33,4477.97,81.90
2024-06-18 12:13:54,5853.63,1056.92,4478.43,81.90
2024-06-18 12:13:59,5853.63,1056.93,4478.43,81.90
2024-06-18 12:14:04,5853.63,1056.95,4478.41,81.90
2024-06-18 12:14:09,5853.63,1056.95,4478.40,81.90
2024-06-18 12:14:14,5853.63,1056.78,4478.55,81.90
2024-06-18 12:14:19,5853.63,1056.63,4478.72,81.90
2024-06-18 12:14:24,5853.63,1056.64,4478.71,81.90
2024-06-18 12:14:29,5853.63,1056.44,4478.91,82.00
2024-06-18 12:14:34,5853.63,1056.46,4478.89,82.00
2024-06-18 12:14:39,5853.63,1056.23,4479.12,82.00
2024-06-18 12:14:44,5853.63,1056.24,4479.11,82.00
2024-06-18 12:14:49,5853.63,1056.26,4479.09,82.00
2024-06-18 12:14:54,5853.63,1056.27,4479.08,82.00
2024-06-18 12:14:59,5853.63,1056.68,4478.66,81.90
2024-06-18 12:15:04,5853.63,1054.80,4480.54,82.00
2024-06-18 12:15:09,5853.63,1054.57,4480.78,82.00
2024-06-18 12:15:14,5853.63,1054.61,4480.75,82.00
2024-06-18 12:15:19,5853.63,1054.61,4480.74,82.00
2024-06-18 12:15:24,5853.63,1054.39,4480.95,82.00
2024-06-18 12:15:29,5853.63,1054.40,4480.95,82.00
2024-06-18 12:15:34,5853.63,1053.90,4481.45,82.00
2024-06-18 12:15:39,5853.63,1053.69,4481.66,82.00
2024-06-18 12:15:44,5853.63,1053.98,4481.38,82.00
2024-06-18 12:15:49,5853.63,1053.75,4481.59,82.00
2024-06-18 12:15:54,5853.63,1053.28,4482.07,82.00
2024-06-18 12:15:59,5853.63,1053.04,4482.31,82.00
2024-06-18 12:16:04,5853.63,1051.83,4483.52,82.00
